difficulty,metric,sample_size,mean,std,median,min,max
intermediate-advanced,rougeL_f1_instruction_only,1,0.2805,,0.2805,0.2805,0.2805
intermediate-advanced,tfidf_cosine_full_text,1,0.4109,,0.4109,0.4109,0.4109
intermediate-advanced,tfidf_cosine_instruction_only,1,0.2798,,0.2798,0.2798,0.2798
intermediate-advanced,topic_coherence_score_ai,1,0.3,,0.3,0.3,0.3
intermediate-advanced,topic_coherence_score_reference,1,0.0,,0.0,0.0,0.0
