analysis_scope,student_metric,auto_metric,sample_size,pearson_r,pearson_p_value,spearman_r,spearman_p_value,direction,pearson_p_adjust_bh,spearman_p_adjust_bh,spearman_significance
exercise_level_ai_only_pair_metrics,course_relevance_mean,pair_rougeL_f1_instruction_only,13,0.177327961373488,0.5622065160157869,0.07542958887017003,0.8065266408228483,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,course_relevance_mean,pair_tfidf_cosine_full_text,13,0.09018844035575874,0.7695139644358578,-0.01676213086003778,0.9566563235169598,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,course_relevance_mean,pair_tfidf_cosine_instruction_only,13,0.06846536847412783,0.824126195308574,-0.011174753906691854,0.9710974500261954,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,course_relevance_mean,pair_topic_coherence_score_ai,13,-0.2587992989415859,0.39322750755273145,-0.205839475625204,0.4998879708754165,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,engagement_score_mean,pair_meteor_instruction_only,13,-0.06725777576762376,0.8271858960903383,-0.09695625655640737,0.7526859052243534,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,engagement_score_mean,pair_rougeL_f1_instruction_only,13,-0.2208574038220626,0.46838730921605054,-0.2049932281478327,0.5016910799550023,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,engagement_score_mean,pair_tfidf_cosine_full_text,13,-0.03380980755688924,0.9126872175950053,-0.047093038898826434,0.8785793705313143,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,engagement_score_mean,pair_tfidf_cosine_instruction_only,13,-0.2414695163032044,0.4267453043334505,-0.1329685804202158,0.6649786599423477,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,engagement_score_mean,pair_topic_coherence_score_ai,13,-0.26872968172675127,0.37465757226350277,-0.11786476462626681,0.7013574390772923,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,info_load_mean,pair_meteor_instruction_only,13,-0.17905263517022996,0.558347946789339,-0.050003086705562104,0.8711309071137495,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,info_load_mean,pair_tfidf_cosine_full_text,13,-0.42201153117654255,0.15088595751829859,-0.33890980989325425,0.25731227800504075,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,info_load_mean,pair_tfidf_cosine_instruction_only,13,-0.02121771906953511,0.945148943158797,0.013889746307100583,0.9640790197043598,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,info_load_mean,pair_topic_coherence_score_ai,13,0.1848216764470613,0.545521875117191,0.18882432934318816,0.5366972730486785,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,info_load_mean,pair_rougeL_f1_instruction_only,13,-0.11871152773913554,0.69930153348813,0.0,1.0,zero,0.945148943158797,1.0,ns
exercise_level_ai_only_pair_metrics,item_mean_score_mean,pair_meteor_instruction_only,13,0.022727990353334747,0.9412505077337755,-0.0577717190274766,0.8512959565433289,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,item_mean_score_mean,pair_rougeL_f1_instruction_only,13,-0.04738410072732138,0.8778339542692537,-0.09628619837912766,0.7543476386857775,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,item_mean_score_mean,pair_tfidf_cosine_full_text,13,0.1331142404519433,0.6646309488458192,0.0577717190274766,0.8512959565433289,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,item_mean_score_mean,pair_tfidf_cosine_instruction_only,13,-0.11035876915970305,0.7196621983980269,-0.05502068478807295,0.8583112949740599,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,item_mean_score_mean,pair_topic_coherence_score_ai,13,-0.2719730612984487,0.3686948328715627,-0.03425859780116333,0.9115322817662193,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,key_support_mean,pair_meteor_instruction_only,13,0.07433000975022558,0.8093000702977545,-0.03352426172007556,0.9134221356796397,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,key_support_mean,pair_rougeL_f1_instruction_only,13,0.1734728149477093,0.5708711211495107,0.21790770118049116,0.4744989645141018,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,key_support_mean,pair_tfidf_cosine_full_text,13,-0.05919392404640239,0.8476731453225114,-0.1452718007869941,0.6358325230731154,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,key_support_mean,pair_tfidf_cosine_instruction_only,13,0.14656917769796804,0.6327861505301425,0.19555819336710747,0.5219916497476449,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,key_support_mean,pair_topic_coherence_score_ai,13,-0.202905918690856,0.5061510897124577,-0.1594531149209327,0.6028286548067616,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,learning_help_mean,pair_meteor_instruction_only,13,-0.48787268991585714,0.090776771031393,-0.49754104932294935,0.08362014798967522,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,learning_help_mean,pair_rougeL_f1_instruction_only,13,-0.545217663634645,0.05397635795634301,-0.5661674009537009,0.0436864566476461,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,learning_help_mean,pair_tfidf_cosine_full_text,13,-0.2554136940514283,0.39966562128434824,-0.25162995597942267,0.4069245056012507,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,learning_help_mean,pair_tfidf_cosine_instruction_only,13,-0.5586446308864798,0.047202717647158894,-0.5318542251383251,0.06137886418513281,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,learning_help_mean,pair_topic_coherence_score_ai,13,0.14296409719498918,0.64126427641221,0.2017813037965817,0.5085614570598026,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,mental_effort_mean,pair_meteor_instruction_only,13,-0.4184603318341495,0.15471781108796334,-0.4244305447115516,0.14831149604852495,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,mental_effort_mean,pair_rougeL_f1_instruction_only,13,-0.25319390292474137,0.4039160448874854,-0.25243908214870064,0.4053666181180833,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,mental_effort_mean,pair_tfidf_cosine_full_text,13,-0.6168279013639554,0.024731406102352138,-0.39391593038588446,0.18292711298696526,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,mental_effort_mean,pair_tfidf_cosine_instruction_only,13,-0.2968083196278663,0.32474215510211557,-0.3273385900389744,0.27494322551415,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,mental_effort_mean,pair_topic_coherence_score_ai,13,0.3845801227579679,0.19445730708786893,0.39295262399668784,0.1840962990334252,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,search_effort_mean,pair_meteor_instruction_only,13,0.04769132043262724,0.8770472579036275,0.06629935441317958,0.8296158683333583,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,search_effort_mean,pair_rougeL_f1_instruction_only,13,0.16690365539822347,0.5857593330480436,0.2016605363400879,0.5088206016341053,positive,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,search_effort_mean,pair_tfidf_cosine_full_text,13,-0.20282644155702265,0.5063212625374156,-0.10221150472031851,0.7396874764125204,negative,0.945148943158797,0.9876398448767236,ns
exercise_level_ai_only_pair_metrics,search_effort_mean,pair_tfidf_cosine_instruction_only,13,0.08804715558715216,0.7748580090857381,0.05248698891043384,0.8647809012079594,positive,0.945148943158797,0.9876398448767236,ns
