topic,metric,sample_size,mean,std,median,min,max
Optimization,rougeL_f1_instruction_only,6,0.17313333333333333,0.023918333275265373,0.16799999999999998,0.1391,0.2038
Optimization,tfidf_cosine_full_text,6,0.36883333333333335,0.05042271974682312,0.36385,0.3124,0.4326
Optimization,tfidf_cosine_instruction_only,6,0.19814999999999997,0.0694033644717603,0.20379999999999998,0.1095,0.2913
Optimization,topic_coherence_score_ai,6,0.3833333333333333,0.1169045194450012,0.4,0.2,0.5
Optimization,topic_coherence_score_reference,6,0.16666666666666666,0.0816496580927726,0.15000000000000002,0.1,0.3
