reference_exercise_id,topic,difficulty,reference_exercise_type,accepted_candidate_count,selected_ai_exercise_id,pair_built,top_soft_rank_score
CNN-02,CNN,beginner,concept-to-code,1,AI-CNN-02-01,True,0.6747
KER-01,CNN,beginner,model building,2,AI-KER-01-01,True,0.8737
