ai_exercise_id,bertscore_f1_instruction_only,difficulty,exercise_type,heavy_metric_error,meteor_instruction_only,pair_id,reference_exercise_id,rougeL_f1_instruction_only,tfidf_cosine_full_text,tfidf_cosine_instruction_only,topic,topic_coherence_score_ai,topic_coherence_score_reference
AI-KER-02-01,nan,intermediate,model building,,nan,PAIR-KER-02-01,KER-02,0.3469,0.4911,0.2712,RNN,0.4,0.4
AI-KER-04-01,nan,intermediate,model building,,nan,PAIR-KER-04-01,KER-04,0.4199,0.4419,0.3436,RNN,0.6,0.4
AI-MIT-01-01,nan,intermediate,code completion,,nan,PAIR-MIT-01-01,MIT-01,0.1695,0.3929,0.2125,RNN,0.7,0.5
AI-RNN-01-01,nan,intermediate,code completion,,nan,PAIR-RNN-01-01,RNN-01,0.2484,0.3632,0.3122,RNN,0.3,0.3
AI-RNN-02-01,nan,intermediate,model building,,nan,PAIR-RNN-02-01,RNN-02,0.1791,0.3337,0.2098,RNN,0.4,0.2
AI-RNN-03-01,nan,intermediate,model building,,nan,PAIR-RNN-03-01,RNN-03,0.1916,0.294,0.243,RNN,0.6,0.4
