run_id,provider,model_name,temperature,max_tokens,candidates_requested,candidates_completed,parse_fail_count,schema_fail_count,accepted_count,rejected_count,mean_latency_ms,topics,difficulties,generation_exercise_types,accepted_topics,accepted_difficulties,accepted_generation_exercise_types,raw_generation_file,status,notes
run-20260317-150855,bailian,qwen-plus,0.7,2200,4,4,0,0,1,3,27162.25,"{""Transformer"": 4}","{""intermediate"": 4}","{""code completion"": 2, ""training-analysis"": 2}","{""Transformer"": 1}","{""intermediate"": 1}","{""training-analysis"": 1}",D:\Downloads\PythonProjectQA\outputs\raw_generations\generations.raw.v1.jsonl,partial,
