metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,3,3,0.0,0.0,,,4.5,1.0,,0.0022494619153987667,1.0
code_quality_metrics.starter_code_comment_line_ratio,3,3,0.19696666666666665,0.0,4.383440696113169,0.04830409763673848,9.0,0.06360256962075367,3.579064341075854,0.0022494619153987667,0.225
code_quality_metrics.starter_code_docstring_count,3,3,0.0,0.0,,,4.5,1.0,,0.0022494619153987667,1.0
code_quality_metrics.starter_code_function_count,3,3,0.0,0.0,,,4.5,1.0,,0.0022494619153987667,1.0
code_quality_metrics.starter_code_loc_total,3,3,30.0,12.333333333333334,11.299637966847351,0.0055456819984396185,9.0,0.07652250047505924,9.226115765651985,0.0022494619153987667,0.225
code_quality_metrics.starter_code_max_function_loc,3,3,0.0,0.0,,,4.5,1.0,,0.0022494619153987667,1.0
code_quality_metrics.starter_code_mi,3,3,100.0,100.0,,,4.5,1.0,,0.0022494619153987667,1.0
code_quality_metrics.starter_code_pylint_warning_count,3,3,5.666666666666667,2.3333333333333335,2.672612419124244,0.09997414026763704,9.0,0.07652250047505924,2.182178902359924,0.14996121040145557,0.225
code_quality_metrics.starter_code_ruff_error_count,3,3,1.3333333333333333,14.333333333333334,-8.72066511224918,0.0034255281125033614,0.0,0.07219819770165753,-7.120393247567159,0.0022494619153987667,0.225
instruction_metrics.avg_sentence_length,3,3,20.73333333333333,16.666666666666668,9.059766740377434,0.0034379249158639218,9.0,0.1,7.3972685675209044,0.006188264848555059,0.225
instruction_metrics.flesch_kincaid_grade,3,3,11.611733333333333,10.800733333333334,0.46409836044105984,0.6741736137392985,6.0,0.7,0.3789347245142888,0.6741736137392985,1.0
instruction_metrics.flesch_reading_ease,3,3,38.67736666666667,44.24453333333333,-0.5110371488380168,0.6537703288819843,3.0,0.7,-0.4172600847532941,0.6741736137392985,1.0
instruction_metrics.instruction_completeness_ratio,3,3,0.8333,0.5555666666666667,2.499100179964008,0.12968769726426527,9.0,0.05934643879191985,2.0405067523364773,0.17956758082744423,0.225
instruction_metrics.max_sentence_length,3,3,30.333333333333332,19.0,8.5,0.0011247309576993833,9.0,0.07652250047505924,6.9402209378856705,0.0022494619153987667,0.225
instruction_metrics.technical_term_density_instruction,3,3,0.022500000000000003,0.016466666666666668,0.6535829461257325,0.5679117486732542,4.5,1.0,0.5336482408643307,0.638900717257411,1.0
instruction_metrics.var_sentence_length,3,3,38.266666666666666,6.5926,2.55738544293091,0.09382130022454242,9.0,0.1,2.0880964702674265,0.14996121040145557,0.225
structure_metrics.structure_completeness_ratio,3,3,0.875,0.7916666666666666,1.0000000000000002,0.4226497308103741,6.0,0.5049850750938458,0.8164965809277264,0.5434067967561953,1.0
structure_metrics.structure_score_weighted,3,3,0.8667000000000001,0.7963,0.8638036809815965,0.4787424181337299,3.0,0.6373518882339371,0.7052927521142578,0.5744909017604759,1.0
