run_id,provider,model_name,temperature,max_tokens,candidates_requested,candidates_completed,parse_fail_count,schema_fail_count,accepted_count,rejected_count,mean_latency_ms,topics,difficulties,generation_exercise_types,accepted_topics,accepted_difficulties,accepted_generation_exercise_types,raw_generation_file,status,notes
run-20260317-133554,bailian,qwen-plus,0.7,2200,12,12,0,0,9,3,25596.08,"{""CNN"": 12}","{""beginner"": 4, ""beginner-intermediate"": 4, ""intermediate"": 4}","{""code completion"": 4, ""model building"": 6, ""training-analysis"": 2}","{""CNN"": 9}","{""beginner"": 3, ""beginner-intermediate"": 4, ""intermediate"": 2}","{""code completion"": 2, ""model building"": 6, ""training-analysis"": 1}",D:\Downloads\PythonProjectQA\outputs\raw_generations\generations.raw.v1.jsonl,partial,
