metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,6,4,1.9166666666666667,5.25,-0.6218200883934418,0.5748866412077221,13.5,0.8101812364104736,-0.4928422348407502,0.6087035024552352,0.9114538909617828
code_quality_metrics.starter_code_comment_line_ratio,6,4,0.15539999999999998,0.0,7.755935728417637,0.0005698124043476607,24.0,0.011417221487911723,4.005147988055547,0.004766900694245413,0.04804485330129331
code_quality_metrics.starter_code_docstring_count,6,4,0.0,0.0,,,12.0,1.0,,0.004766900694245413,1.0
code_quality_metrics.starter_code_function_count,6,4,1.5,0.25,1.6425107995440105,0.15051540234294708,16.5,0.3366683676100387,0.8770580193070293,0.1806184828115365,0.46615620130620744
code_quality_metrics.starter_code_loc_total,6,4,31.333333333333332,14.5,3.129771180089012,0.017500685831661394,23.5,0.01829702657013551,1.702233759728537,0.004766900694245413,0.05489107971040653
code_quality_metrics.starter_code_max_function_loc,6,4,2.8333333333333335,5.25,-0.4393435125917542,0.6855147954709433,13.5,0.8094610186266045,-0.3369247038393468,0.6855147954709433,0.9114538909617828
code_quality_metrics.starter_code_mi,6,4,89.38723333333333,94.138675,-0.6788698680130807,0.5247335043221414,9.0,0.5696455906988611,-0.4606305808613687,0.5903251923624091,0.7324014737556785
code_quality_metrics.starter_code_pylint_warning_count,6,4,9.166666666666666,2.5,4.04888165089458,0.008674407278785228,24.0,0.013345792583692584,2.11038457019066,0.026023221836355682,0.04804485330129331
code_quality_metrics.starter_code_ruff_error_count,6,4,1.5,12.5,-5.224292591605755,0.011044193818461775,0.0,0.013345792583692584,-4.139171820887828,0.028399355533187422,0.04804485330129331
instruction_metrics.avg_sentence_length,6,6,17.964683333333333,13.027783333333332,2.250611266856585,0.05111387746974965,31.5,0.037040730591937965,1.2993910207608539,0.08364089040504488,0.08225108225108226
instruction_metrics.flesch_kincaid_grade,6,6,12.067133333333333,9.144,2.3853979797302465,0.045306644536358416,31.0,0.04112554112554113,1.3772101657216473,0.08364089040504488,0.08225108225108226
instruction_metrics.flesch_reading_ease,6,6,35.799249999999994,51.2738,-2.424161209344387,0.04845107356454933,6.0,0.06493506493506493,-1.3995901267740303,0.08364089040504488,0.10579927370233812
instruction_metrics.instruction_completeness_ratio,6,6,0.9444333333333333,0.55555,4.340786349719172,0.003682681366833126,35.0,0.006542562867816492,2.5061541675050165,0.013257652920599253,0.04804485330129331
instruction_metrics.max_sentence_length,6,6,26.5,16.333333333333332,4.564456869919709,0.0010593112653878695,36.0,0.00492203567532315,2.6352904025525805,0.004766900694245413,0.04804485330129331
instruction_metrics.technical_term_density_instruction,6,6,0.023266666666666668,0.008233333333333334,2.1066809612335944,0.06179442876679876,30.0,0.06085645004790175,1.2162928200648755,0.09269164315019814,0.10579927370233812
instruction_metrics.var_sentence_length,6,6,34.948483333333336,9.7639,2.9935176370901093,0.024032646312954594,32.0,0.025974025974025976,1.728308213597867,0.05407345420414784,0.06679035250463823
structure_metrics.structure_completeness_ratio,6,6,0.875,0.75,2.23606797749979,0.07558681842161243,27.0,0.07053284913489208,1.2909944487358056,0.10465867166069412,0.10579927370233812
structure_metrics.structure_score_weighted,6,6,0.8666999999999999,0.75555,2.0330384924261864,0.09773191712305274,18.0,1.0,1.1737753208751296,0.1256553220153535,1.0
