metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,2,2,12.5,3.0,1.3270175619621987,0.35960034062061524,3.5,0.4142161782425252,1.3270175619621987,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_comment_line_ratio,2,2,0.18214999999999998,0.1111,0.6196577213817311,0.6369366903385049,2.0,1.0,0.6196577213817311,0.716553776630818,1.0
code_quality_metrics.starter_code_docstring_count,2,2,0.5,0.0,1.0,0.5000000000000001,3.0,0.6170750774519738,1.0,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_function_count,2,2,1.0,0.5,1.0,0.5000000000000001,3.0,0.6170750774519738,1.0,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_loc_total,2,2,16.0,10.5,1.6397831834998458,0.28464972693358476,4.0,0.3333333333333333,1.6397831834998458,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_max_function_loc,2,2,12.5,3.0,1.3270175619621987,0.35960034062061524,3.5,0.4142161782425252,1.3270175619621987,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_mi,2,2,97.755,100.0,-1.000000000000003,0.49999999999999906,1.0,0.6170750774519738,-1.000000000000003,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_pylint_warning_count,2,2,11.0,5.0,1.8973665961010275,0.2725896064202566,4.0,0.3333333333333333,1.8973665961010275,0.6363041602001206,0.8544116457027329
code_quality_metrics.starter_code_ruff_error_count,2,2,2.0,7.5,-1.0,0.5000000000000001,1.0,0.6170750774519738,-1.0,0.6363041602001206,0.8544116457027329
instruction_metrics.avg_sentence_length,2,2,16.933349999999997,23.75,-1.6007700617618292,0.3540732188100698,0.0,0.3333333333333333,-1.6007700617618292,0.6363041602001206,0.8544116457027329
instruction_metrics.flesch_kincaid_grade,2,2,11.0723,13.6725,-1.0963888553132277,0.38735703866451676,1.0,0.6666666666666666,-1.0963888553132277,0.6363041602001206,0.8571428571428571
instruction_metrics.flesch_reading_ease,2,2,42.26275,45.1275,-0.402568999955149,0.7561698534613426,2.0,1.0,-0.402568999955149,0.7561698534613426,1.0
instruction_metrics.instruction_completeness_ratio,2,2,0.91665,0.5,2.2355314284949905,0.19878587547394955,4.0,0.3333333333333333,2.2355314284949905,0.6363041602001206,0.8544116457027329
instruction_metrics.max_sentence_length,2,2,33.5,24.5,2.363515791475006,0.19888265778119327,4.0,0.3333333333333333,2.363515791475006,0.6363041602001206,0.8544116457027329
instruction_metrics.technical_term_density_instruction,2,2,0.03,0.05355,-0.3836704692597004,0.7467505075812768,1.5,1.0,-0.3836704692597004,0.7561698534613426,1.0
instruction_metrics.var_sentence_length,2,2,108.2578,1.125,11.438952066850305,0.051989711454132094,4.0,0.3333333333333333,11.438952066850305,0.6363041602001206,0.8544116457027329
structure_metrics.structure_completeness_ratio,2,2,0.875,0.75,1.0,0.5000000000000001,3.0,0.6170750774519738,1.0,0.6363041602001206,0.8544116457027329
structure_metrics.structure_score_weighted,2,2,0.8667,0.7555499999999999,0.9092024539877306,0.5302534668334338,2.0,1.0,0.9092024539877306,0.6363041602001206,1.0
