metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,5,3,17.2,6.25,1.9623834486701601,0.11528065343235681,10.0,0.5411928987419992,1.0921142602426226,0.2809755922411319,0.7546058049185509
code_quality_metrics.starter_code_comment_line_ratio,5,3,0.24028,0.0315,6.697174919997982,0.0005483832233042715,15.0,0.03571428571428571,4.128882031649253,0.010419281242781159,0.16990789060433112
code_quality_metrics.starter_code_docstring_count,5,3,0.6,0.3333333333333333,0.6446583712203042,0.5531393401498808,9.5,0.6084078002329985,0.4780914437337574,0.618214556638102,0.7546058049185509
code_quality_metrics.starter_code_function_count,5,3,1.4,2.6666666666666665,-1.7834283669629418,0.1883550716003742,2.0,0.10247043485974937,-1.5778641172210592,0.30341368038949174,0.2781340374764626
code_quality_metrics.starter_code_loc_total,5,3,29.8,18.333333333333332,1.6946429666023226,0.15668037000869106,12.5,0.17711262976673237,1.2183576584252476,0.30341368038949174,0.37390444061865724
code_quality_metrics.starter_code_max_function_loc,5,3,19.6,9.0,1.5143887374320244,0.19162969287757373,9.0,0.7642282177641773,0.8629968645118669,0.30341368038949174,0.8066853409732982
code_quality_metrics.starter_code_mccabe_max,5,3,1.6,3.0,-1.993231791080248,0.11830551252258185,2.0,0.12186687808275136,-1.503841235482809,0.2809755922411319,0.2894338354465345
code_quality_metrics.starter_code_mi,5,3,95.88597999999999,70.363,5.285841269020238,0.00989370275885332,15.0,0.035770082232490764,4.206342105647269,0.06266011747273768,0.16990789060433112
code_quality_metrics.starter_code_pylint_warning_count,5,3,11.4,7.666666666666667,1.2534521469003665,0.2567309091588759,11.0,0.35939677082051935,0.7903804117126914,0.3752220980014341,0.6207762405081698
code_quality_metrics.starter_code_ruff_error_count,5,3,1.4,7.333333333333333,-5.824337919932828,0.007230124189215253,0.0,0.035770082232490764,-4.626889679699324,0.06266011747273768,0.16990789060433112
instruction_metrics.avg_sentence_length,5,5,24.46666,17.58334,1.612348239730438,0.1628962332371387,19.0,0.2222222222222222,1.0197385637822751,0.30341368038949174,0.4222222222222222
instruction_metrics.flesch_kincaid_grade,5,5,13.860739999999998,14.194759999999999,-0.1362692313650566,0.8963285287393085,14.0,0.8412698412698413,-0.08618422922280693,0.9174497094617816,0.8412698412698413
instruction_metrics.flesch_reading_ease,5,5,35.64428,24.314280000000004,1.057090581023028,0.3324402225320906,17.0,0.42063492063492064,0.6685627858287068,0.45116887343640866,0.666005291005291
instruction_metrics.instruction_completeness_ratio,5,5,0.9333199999999999,0.59998,2.773449758585747,0.03898150560004447,23.0,0.028459736916310565,1.7540836426350184,0.148129721280169,0.16990789060433112
instruction_metrics.max_sentence_length,5,5,46.6,25.0,2.6924381366988324,0.03393028282228356,22.5,0.046532985074510584,1.7028473942136189,0.148129721280169,0.17592592592592593
instruction_metrics.technical_term_density_instruction,5,5,0.03748,0.0349,0.10772640726644063,0.9174497094617817,15.0,0.6751736149271245,0.06813216222177315,0.9174497094617816,0.7546058049185509
instruction_metrics.var_sentence_length,5,5,232.60834,65.34862000000001,2.4071095830659726,0.04947022580980644,22.0,0.05555555555555555,1.5223897720213495,0.15665571506438705,0.17592592592592593
structure_metrics.structure_completeness_ratio,5,5,0.875,0.8,0.9999999999999994,0.37390096630005887,15.0,0.6055766163353464,0.6324555320336755,0.47360789064674125,0.7546058049185509
structure_metrics.structure_score_weighted,5,5,0.8667,0.8044399999999999,0.848884238674229,0.44376234173649914,10.0,0.653594295813201,0.5368815328057114,0.5269677808120927,0.7546058049185509
