run_id,provider,model_name,temperature,max_tokens,candidates_requested,candidates_completed,parse_fail_count,schema_fail_count,accepted_count,rejected_count,mean_latency_ms,topics,difficulties,generation_exercise_types,accepted_topics,accepted_difficulties,accepted_generation_exercise_types,raw_generation_file,status,notes
run-20260317-152531,bailian,qwen-plus,0.7,2200,3,3,0,0,0,3,32775.67,"{""Transformer"": 3}","{""intermediate"": 3}","{""code completion"": 3}",{},{},{},D:\Downloads\PythonProjectQA\outputs\raw_generations\generations.raw.v1.jsonl,partial,
