run_id,provider,model_name,temperature,max_tokens,candidates_requested,candidates_completed,parse_fail_count,schema_fail_count,accepted_count,rejected_count,mean_latency_ms,topics,difficulties,generation_exercise_types,accepted_topics,accepted_difficulties,accepted_generation_exercise_types,raw_generation_file,status,notes
run-20260317-133224-smoke,mock,qwen-plus,0.7,2200,1,1,0,0,1,0,0.0,"{""CNN"": 1}","{""intermediate"": 1}","{""code completion"": 1}","{""CNN"": 1}","{""intermediate"": 1}","{""code completion"": 1}",D:\Downloads\PythonProjectQA\outputs\raw_generations\generations.raw.v1.jsonl,success,
