topic,metric,sample_size,mean,std,median,min,max
CNN,rougeL_f1_instruction_only,6,0.17378333333333337,0.078814552378775,0.15615,0.0984,0.3262
CNN,tfidf_cosine_full_text,6,0.3989333333333333,0.0634916267445296,0.39295,0.3033,0.4815
CNN,tfidf_cosine_instruction_only,6,0.19915000000000002,0.05266193122170891,0.1999,0.1279,0.2807
CNN,topic_coherence_score_ai,6,0.21666666666666667,0.2041241452319315,0.25,0.0,0.4
CNN,topic_coherence_score_reference,6,0.16666666666666666,0.16329931618554522,0.15000000000000002,0.0,0.4
