topic,metric,sample_size,mean,std,median,min,max
CNN,rougeL_f1_instruction_only,6,0.17225000000000001,0.07312241106528147,0.16585,0.0945,0.3077
CNN,tfidf_cosine_full_text,6,0.39231666666666665,0.08307867155092616,0.4071,0.2537,0.4925
CNN,tfidf_cosine_instruction_only,6,0.19835000000000003,0.047375763846084856,0.202,0.1313,0.2629
CNN,topic_coherence_score_ai,6,0.2833333333333333,0.2136976056643281,0.30000000000000004,0.0,0.5
CNN,topic_coherence_score_reference,6,0.16666666666666666,0.16329931618554522,0.15000000000000002,0.0,0.4
