topic,source_type,metric,sample_size,mean,std,median,min,max
CNN,AI,code_quality_metrics.starter_code_avg_function_loc,6,14.833333333333334,10.833589740555373,13.0,4.0,31.0
CNN,AI,code_quality_metrics.starter_code_comment_line_ratio,6,0.27585,0.10561819445531154,0.2692,0.1538,0.4667
CNN,AI,code_quality_metrics.starter_code_docstring_count,6,0.3333333333333333,0.5163977794943223,0.0,0.0,1.0
CNN,AI,code_quality_metrics.starter_code_function_count,6,1.1666666666666667,0.408248290463863,1.0,1.0,2.0
CNN,AI,code_quality_metrics.starter_code_loc_total,6,20.0,5.440588203494177,20.0,13.0,26.0
CNN,AI,code_quality_metrics.starter_code_max_function_loc,6,15.0,10.639548862616309,13.0,5.0,31.0
CNN,AI,code_quality_metrics.starter_code_mccabe_max,6,1.3333333333333333,0.5163977794943223,1.0,1.0,2.0
CNN,AI,code_quality_metrics.starter_code_mi,6,93.4574,13.942548940563203,100.0,65.2344,100.0
CNN,AI,code_quality_metrics.starter_code_pylint_warning_count,6,14.0,6.44980619863884,15.0,4.0,20.0
CNN,AI,code_quality_metrics.starter_code_ruff_error_count,6,2.5,2.073644135332772,2.0,0.0,5.0
CNN,AI,instruction_metrics.avg_sentence_length,6,20.05555,3.5812777567510734,19.066650000000003,16.6667,25.3333
CNN,AI,instruction_metrics.flesch_kincaid_grade,6,11.148666666666665,2.6962228622030984,10.4095,8.2121,15.7163
CNN,AI,instruction_metrics.flesch_reading_ease,6,44.40736666666666,10.80585376241353,48.94385,27.5059,56.4903
CNN,AI,instruction_metrics.instruction_completeness_ratio,6,0.9166500000000001,0.09130535033611116,0.91665,0.8333,1.0
CNN,AI,instruction_metrics.max_sentence_length,6,30.166666666666668,3.970726214015097,31.5,24.0,35.0
CNN,AI,instruction_metrics.technical_term_density_instruction,6,0.025233333333333333,0.025031873015550925,0.02165,0.0,0.06
CNN,AI,instruction_metrics.var_sentence_length,6,66.5089,42.51243822939352,72.9911,0.6667,117.5556
CNN,AI,structure_metrics.structure_completeness_ratio,6,0.875,0.0,0.875,0.875,0.875
CNN,AI,structure_metrics.structure_score_weighted,6,0.8666999999999999,1.2161883888976234e-16,0.8667,0.8667,0.8667
CNN,Expert,code_quality_metrics.starter_code_avg_function_loc,3,14.333333333333334,19.857828011475306,6.0,0.0,37.0
CNN,Expert,code_quality_metrics.starter_code_comment_line_ratio,4,0.18432500000000002,0.12462352306045596,0.2323,0.0,0.2727
CNN,Expert,code_quality_metrics.starter_code_docstring_count,3,0.3333333333333333,0.5773502691896258,0.0,0.0,1.0
CNN,Expert,code_quality_metrics.starter_code_function_count,3,0.6666666666666666,0.5773502691896258,1.0,0.0,1.0
CNN,Expert,code_quality_metrics.starter_code_loc_total,4,19.0,10.862780491200215,17.0,9.0,33.0
CNN,Expert,code_quality_metrics.starter_code_max_function_loc,3,14.333333333333334,19.857828011475306,6.0,0.0,37.0
CNN,Expert,code_quality_metrics.starter_code_mccabe_max,2,1.0,0.0,1.0,1.0,1.0
CNN,Expert,code_quality_metrics.starter_code_mi,3,100.0,0.0,100.0,100.0,100.0
CNN,Expert,code_quality_metrics.starter_code_pylint_warning_count,3,4.333333333333333,3.214550253664318,3.0,2.0,8.0
CNN,Expert,code_quality_metrics.starter_code_ruff_error_count,3,5.0,7.0,2.0,0.0,13.0
CNN,Expert,instruction_metrics.avg_sentence_length,6,19.608333333333334,7.170803069856728,17.375,11.4,28.5
CNN,Expert,instruction_metrics.flesch_kincaid_grade,6,10.598483333333334,3.265500894758209,10.423449999999999,6.4651,15.37
CNN,Expert,instruction_metrics.flesch_reading_ease,6,51.97774999999999,12.425516446047626,48.7706,39.1289,74.2402
CNN,Expert,instruction_metrics.instruction_completeness_ratio,6,0.6666833333333333,0.21082905318448564,0.6667,0.3333,1.0
CNN,Expert,instruction_metrics.max_sentence_length,6,25.833333333333332,3.5449494589721118,25.5,21.0,31.0
CNN,Expert,instruction_metrics.technical_term_density_instruction,6,0.02205,0.04218908626647418,0.0044,0.0,0.1071
CNN,Expert,instruction_metrics.var_sentence_length,6,25.7157,26.519566309425198,21.96875,0.0,63.44
CNN,Expert,structure_metrics.structure_completeness_ratio,6,0.8333333333333334,0.10206207261596574,0.875,0.625,0.875
CNN,Expert,structure_metrics.structure_score_weighted,6,0.83705,0.09981670701841452,0.8778,0.6333,0.8778
