metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,6,3,14.833333333333334,14.333333333333334,0.0406886744414977,0.970445015609656,10.5,0.7954180604830267,0.03566881875032108,1.0,0.888996655833971
code_quality_metrics.starter_code_comment_line_ratio,6,4,0.27585,0.18432500000000002,1.207841097690478,0.27429350965338634,16.0,0.4541742673554505,0.8090965058048876,0.6383401188428368,0.888996655833971
code_quality_metrics.starter_code_docstring_count,6,3,0.3333333333333333,0.3333333333333333,0.0,1.0,9.0,1.0,0.0,1.0,1.0
code_quality_metrics.starter_code_function_count,6,3,1.1666666666666667,0.6666666666666666,1.341640786499874,0.27089177285392446,13.0,0.2159249389401403,1.0801234497346437,0.6383401188428368,0.6837623066437777
code_quality_metrics.starter_code_loc_total,6,4,20.0,19.0,0.17041603894902185,0.8729165883901955,14.0,0.7483812122920345,0.12623888061956062,1.0,0.888996655833971
code_quality_metrics.starter_code_max_function_loc,6,3,15.0,14.333333333333334,0.05437674390713406,0.9605449863626954,10.5,0.7954180604830267,0.04792272870475118,1.0,0.888996655833971
code_quality_metrics.starter_code_mccabe_max,6,2,1.3333333333333333,1.0,1.5811388300841893,0.1746878142641195,8.0,0.5083315735521454,0.7071067811865474,0.6383401188428368,0.888996655833971
code_quality_metrics.starter_code_mi,6,3,93.4574,100.0,-1.149433411311794,0.30237163524134375,6.0,0.376759117811582,-0.5552290869325646,0.6383401188428368,0.888996655833971
code_quality_metrics.starter_code_pylint_warning_count,6,3,14.0,4.333333333333333,3.000713690981906,0.020169200126740314,17.0,0.05182179383210158,1.6913143462074327,0.3140145231436105,0.32820469426997667
code_quality_metrics.starter_code_ruff_error_count,6,3,2.5,5.0,-0.6054493496206035,0.601985729533102,8.5,1.0,-0.6050692411706933,0.9531440717607449,1.0
instruction_metrics.avg_sentence_length,6,6,20.05555,19.608333333333334,0.1366692056399999,0.8949618357572507,21.0,0.6991341991341992,0.07890600266618626,1.0,0.888996655833971
instruction_metrics.flesch_kincaid_grade,6,6,11.148666666666665,10.598483333333334,0.31824032036444405,0.7570797234206386,21.0,0.6991341991341992,0.18373613462940452,1.0,0.888996655833971
instruction_metrics.flesch_reading_ease,6,6,44.40736666666666,51.97774999999999,-1.1261097949371632,0.28691002342406086,14.0,0.5887445887445888,-0.6501597932440454,0.6383401188428368,0.888996655833971
instruction_metrics.instruction_completeness_ratio,6,6,0.9166500000000001,0.6666833333333333,2.665018150014226,0.03305416033090637,31.5,0.029636062061079153,1.5386489463059518,0.3140145231436105,0.32820469426997667
instruction_metrics.max_sentence_length,6,6,30.166666666666668,25.833333333333332,1.9941089710031645,0.07447557446767103,29.0,0.08869781456879132,1.1512993512021246,0.3781926038971804,0.4213146192017588
instruction_metrics.technical_term_density_instruction,6,6,0.025233333333333333,0.02205,0.15895111395229272,0.877584128806607,22.0,0.5611486537974869,0.09177046842834706,1.0,0.888996655833971
instruction_metrics.var_sentence_length,6,6,66.5089,25.7157,1.9942292744409962,0.07961949555730113,28.0,0.13203463203463203,1.1513688084243412,0.3781926038971804,0.5017316017316017
structure_metrics.structure_completeness_ratio,6,6,0.875,0.8333333333333334,0.9999999999999993,0.3632174676491228,21.0,0.40465676192728617,0.5773502691896254,0.6901131885333334,0.888996655833971
structure_metrics.structure_score_weighted,6,6,0.8666999999999999,0.83705,0.7276073619631889,0.4994830755932262,6.0,0.04046183578416871,0.4200843062938006,0.8627434942064817,0.32820469426997667
