topic,metric,sample_size,mean,std,median,min,max
RNN,rougeL_f1_instruction_only,6,0.2544,0.09740776149773692,0.23085,0.1401,0.3956
RNN,tfidf_cosine_full_text,6,0.39474999999999993,0.07034582432525756,0.4033,0.2787,0.4924
RNN,tfidf_cosine_instruction_only,6,0.27768333333333334,0.07344253308993819,0.29164999999999996,0.1645,0.3818
RNN,topic_coherence_score_ai,6,0.4666666666666666,0.2338090388900024,0.5,0.2,0.7
RNN,topic_coherence_score_reference,6,0.3666666666666667,0.10327955589886445,0.4,0.2,0.5
