metric,ai_n,expert_n,ai_mean,expert_mean,t_statistic,raw_p_value,mann_whitney_u,mann_whitney_p_value,cohens_d,p_adjust_bh,mann_whitney_p_adjust_bh
code_quality_metrics.starter_code_avg_function_loc,6,4,6.476183333333334,6.25,0.04843920306616033,0.963552207359082,13.0,0.9137948648205594,0.03527116821502498,1.0,0.9879603880832174
code_quality_metrics.starter_code_comment_line_ratio,6,4,0.26908333333333334,0.039475,5.368589862990083,0.0006781332869682,24.0,0.013921913328143975,3.1158379006274153,0.0064422662261979,0.07834663726928622
code_quality_metrics.starter_code_docstring_count,6,4,0.16666666666666666,0.0,0.9999999999999999,0.3632174676491228,14.0,0.5402913746074198,0.5163977794943222,0.5750943237777778,0.7332525798243555
code_quality_metrics.starter_code_function_count,6,4,2.5,1.0,1.260252075625209,0.2431657566301531,17.0,0.3159124104094966,0.7330166661378313,0.42001357963390085,0.5001946498150363
code_quality_metrics.starter_code_loc_total,6,4,27.5,17.25,1.9807302593626306,0.09656095429183299,18.5,0.19808444160085592,1.0473301721025758,0.20385090350498078,0.37636043904162625
code_quality_metrics.starter_code_max_function_loc,6,4,8.0,7.25,0.15132998169159548,0.8861912141035321,13.0,0.9137948648205594,0.10814761408717502,1.0,0.9879603880832174
code_quality_metrics.starter_code_mccabe_max,5,2,2.6,5.0,-1.176696810829104,0.43690329567935887,1.5,0.2234067454066423,-1.6035674514745464,0.6385509706082938,0.38588437842965484
code_quality_metrics.starter_code_mi,6,4,92.16346666666665,92.023725,0.021995935078639152,0.9831967038588506,11.0,0.9124210043205884,0.014758744294325072,1.0,0.9879603880832174
code_quality_metrics.starter_code_pylint_warning_count,6,4,17.5,5.25,3.1069129481757636,0.01732938624472184,23.0,0.024741043348195647,1.7023537966604427,0.078593897758277,0.07834663726928622
code_quality_metrics.starter_code_ruff_error_count,6,4,3.1666666666666665,11.0,-3.1817824703080038,0.02068260467323079,1.0,0.024303355628861788,-2.143572671068524,0.078593897758277,0.07834663726928622
instruction_metrics.avg_sentence_length,6,6,23.277783333333332,18.201383333333336,2.8732849515252155,0.020517020792189266,33.5,0.01612241534330035,1.658891840221584,0.078593897758277,0.07834663726928622
instruction_metrics.flesch_kincaid_grade,6,6,13.3375,10.558733333333333,2.1675403236948156,0.06095303143254441,30.0,0.06493506493506493,1.2514299893645704,0.19301793286972393,0.13708513708513706
instruction_metrics.flesch_reading_ease,6,6,37.461083333333335,50.94155,-1.9006071249466703,0.08725774080864841,6.0,0.06493506493506493,-1.0973160352116809,0.20385090350498078,0.13708513708513706
instruction_metrics.instruction_completeness_ratio,6,6,0.9444333333333333,0.6666833333333333,4.999399868022806,0.0006054055053851665,35.0,0.005771715821905299,2.886404859589547,0.0064422662261979,0.07834663726928622
instruction_metrics.max_sentence_length,6,6,35.666666666666664,26.833333333333332,2.055251845973125,0.0876644472463379,32.5,0.023718974407969867,1.1866002065250592,0.20385090350498078,0.07834663726928622
instruction_metrics.technical_term_density_instruction,6,6,0.03763333333333334,0.035883333333333337,0.13690686900562263,0.8941418938860046,17.0,0.9359624729209428,0.07904321767430506,1.0,0.9879603880832174
instruction_metrics.var_sentence_length,6,6,91.64583333333333,46.2974,1.3088949177392617,0.23243989713693813,24.0,0.3939393939393939,0.7556908330976959,0.42001357963390085,0.5757575757575757
structure_metrics.structure_completeness_ratio,6,6,0.875,0.875,0.0,1.0,18.0,1.0,0.0,1.0,1.0
structure_metrics.structure_score_weighted,6,6,0.8666999999999999,0.8796500000000002,-0.4296385077602999,0.6853438242944976,6.0,0.04485176188864056,-0.24805190810963826,0.9301094758282468,0.12174049655488152
